26.97,39.81,OK
27.10,39.67,OK
30.24,33.71,HOT
30.24,33.71,HOT
30.10,33.82,HOT
30.10,33.82,HOT
29.99,33.92,HOT
29.99,33.92,HOT
29.74,34.21,OK
29.74,34.21,OK
29.82,36.29,OK
29.82,36.29,OK
29.94,40.00,OK
29.94,40.00,OK
29.57,42.49,OK
29.57,42.49,OK
29.71,46.49,OK
29.71,45.14,OK
29.42,43.76,OK
29.42,43.76,OK
29.37,42.27,OK
29.37,42.27,OK
30.33,33.08,HOT
30.33,33.08,HOT
30.50,33.41,HOT
30.50,33.41,HOT
30.44,33.29,HOT
30.44,33.29,HOT
30.46,33.38,HOT
30.46,33.38,HOT
30.62,33.33,HOT
30.62,33.33,HOT
30.51,33.44,HOT
30.51,33.44,HOT
30.39,33.31,HOT
30.39,33.31,HOT
30.46,33.44,HOT
30.46,33.44,HOT
30.42,33.59,HOT
30.42,33.59,HOT
30.46,33.63,HOT
30.46,33.63,HOT
30.62,33.68,HOT
30.62,33.68,HOT
30.58,33.39,HOT
30.58,33.39,HOT
31.00,33.04,HOT
30.62,32.82,HOT
30.53,33.56,HOT
30.60,33.28,OK
34.25071716308594,HOT
34.1076545715332,HOT
Temperature: 34.23283386230469,HOT
Temperature: 34.34012985229492,HOT
Temperature: 34.26859664916992,HOT
Temperature: 34.35801315307617,HOT
Temperature: 34.393775939941406,HOT
Temperature: 35.57403564453125,HOT
Temperature: 35.609798431396484,HOT
Temperature: 35.663448333740234,HOT
Temperature: 32.94527816772461,HOT
Temperature: 33.33869934082031,HOT
Temperature: 33.33869934082031,HOT
Temperature: 33.44599533081055,HOT
Temperature: 33.4281120300293,HOT
Temperature: 33.96459197998047,HOT
Temperature: 34.34012985229492,HOT
Temperature: 31.56831169128418,HOT
Temperature: 31.496780395507812,HOT
Temperature: 31.639842987060547,HOT
Temperature: 31.78290367126465,HOT
Temperature: 31.81867027282715,HOT
Temperature: 31.908082962036133,HOT
Temperature: 32.3015022277832,HOT
Temperature: 32.42668151855469,HOT
Temperature: 32.96316146850586,HOT
Temperature: 33.23140335083008,HOT
Temperature: 33.30293273925781,HOT
Temperature: 33.19563674926758,HOT
Temperature: 33.35658264160156,HOT
Temperature: 33.23140335083008,HOT
